fname,structure,h_min,w_min,h_max,w_max
572.png,IT,296,231,325,304
572.png,CM,337,237,362,339
573.png,palate,173,336,237,448
573.png,nasal bone,132,350,144,385
573.png,nasal skin,125,363,133,387
573.png,thalami,191,186,283,301
573.png,nasal tip,119,380,126,409
573.png,midbrain,277,179,367,253
573.png,IT,339,229,371,275
573.png,CM,375,257,396,329
573.png,NT,415,225,444,655
574.png,palate,203,180,259,259
574.png,nasal bone,173,219,186,253
574.png,nasal skin,165,213,173,237
574.png,nasal tip,161,199,170,228
574.png,CM,352,303,373,397
574.png,IT,323,318,346,367
574.png,midbrain,269,346,341,401
574.png,NT,360,8,400,370
574.png,thalami,209,313,269,391
575.png,CM,344,293,369,359
575.png,IT,304,272,333,341
575.png,midbrain,242,222,338,308
575.png,nasal bone,78,371,93,415
575.png,nasal tip,56,411,65,441
575.png,nasal skin,64,373,74,414
575.png,thalami,172,218,236,324
575.png,palate,107,367,187,481
575.png,NT,382,214,423,707
75.png,nasal skin,102,361,108,389
75.png,thalami,168,201,241,303
75.png,NT,349,250,395,600
75.png,midbrain,240,187,326,258
75.png,IT,297,232,323,302
75.png,CM,330,207,349,327
75.png,nasal tip,97,385,105,414
75.png,nasal bone,109,357,119,394
75.png,palate,143,338,200,443
976.png,thalami,159,195,253,307
976.png,nasal tip,115,381,126,418
976.png,nasal bone,126,352,141,396
976.png,palate,162,337,235,452
976.png,NT,399,224,427,383
976.png,IT,318,244,353,306
976.png,CM,366,226,378,286
976.png,midbrain,250,192,361,261
977.png,thalami,167,397,247,492
977.png,nasal tip,100,277,109,312
977.png,palate,147,261,205,352
977.png,IT,281,385,317,434
977.png,midbrain,240,415,322,489
977.png,NT,327,23,387,367
977.png,nasal bone,113,304,123,341
1571.png,thalami,161,388,239,473
1571.png,NT,319,24,392,364
1571.png,midbrain,239,427,332,508
1571.png,CM,333,367,353,432
1571.png,nasal tip,98,277,108,307
1571.png,IT,288,379,323,454
1571.png,palate,145,247,209,346
1571.png,nasal bone,112,299,125,328
158.png,NT,370,48,396,389
158.png,nasal tip,81,271,90,298
158.png,palate,129,245,194,334
158.png,midbrain,251,405,337,472
158.png,thalami,172,380,248,471
158.png,CM,329,325,365,485
158.png,IT,300,356,334,424
576.png,nasal skin,102,324,112,353
576.png,nasal bone,113,323,126,358
576.png,palate,147,272,214,375
576.png,thalami,182,433,262,535
576.png,midbrain,259,451,375,548
576.png,IT,317,399,347,480
576.png,CM,350,364,396,482
576.png,nasal tip,99,299,111,327
577.png,midbrain,249,445,353,544
577.png,nasal tip,42,321,51,351
577.png,nasal bone,60,344,78,412
577.png,nasal skin,51,351,58,386
577.png,CM,329,393,371,507
577.png,thalami,165,424,250,546
577.png,palate,92,289,176,385
577.png,IT,307,421,331,473
578.png,IT,272,331,304,400
578.png,NT,340,154,378,450
578.png,midbrain,220,389,303,452
578.png,CM,313,301,338,377
578.png,palate,114,210,184,301
578.png,nasal bone,84,256,97,296
578.png,nasal skin,77,262,87,286
578.png,thalami,152,359,220,464
578.png,nasal tip,68,237,78,267
579.png,palate,142,244,208,354
579.png,nasal bone,101,285,112,332
579.png,nasal skin,93,291,102,318
579.png,nasal tip,86,265,96,293
579.png,midbrain,257,410,355,493
579.png,CM,361,362,398,471
579.png,IT,321,369,352,441
579.png,NT,405,193,438,475
579.png,thalami,187,384,260,485
580.png,midbrain,296,188,386,280
580.png,NT,418,224,457,446
580.png,thalami,224,201,296,307
580.png,CM,389,231,408,310
580.png,IT,350,240,384,308
580.png,palate,210,329,270,418
581.png,nasal tip,106,400,114,429
581.png,nasal skin,111,371,120,404
581.png,nasal bone,121,362,134,406
581.png,palate,152,354,226,460
581.png,thalami,198,213,279,315
581.png,NT,414,236,449,461
581.png,midbrain,285,193,378,290
581.png,IT,340,265,379,321
76.png,thalami,177,164,243,248
76.png,midbrain,246,152,313,214
76.png,CM,334,233,350,299
76.png,nasal tip,121,338,132,362
76.png,NT,352,198,380,490
978.png,midbrain,275,416,353,482
978.png,thalami,203,382,277,479
978.png,NT,361,162,395,421
978.png,IT,317,373,351,445
978.png,CM,356,350,372,418
978.png,nasal tip,132,287,141,321
978.png,nasal skin,139,314,148,336
978.png,nasal bone,145,311,160,342
978.png,palate,173,259,238,352
979.png,thalami,151,208,224,312
979.png,NT,320,206,359,669
979.png,midbrain,221,204,302,276
979.png,IT,273,258,298,295
979.png,CM,297,202,327,326
979.png,nasal tip,48,374,58,407
979.png,nasal skin,56,341,66,374
979.png,palate,95,347,165,455
979.png,nasal bone,67,339,79,374
980.png,nasal tip,36,368,47,396
980.png,nasal skin,42,336,53,366
980.png,midbrain,206,211,285,279
980.png,NT,297,417,325,675
980.png,nasal bone,55,336,68,378
980.png,IT,254,264,276,328
980.png,palate,76,340,147,441
980.png,CM,287,248,323,349
980.png,thalami,141,199,204,301
159.png,IT,281,388,314,434
159.png,CM,306,356,343,441
159.png,midbrain,233,423,322,478
159.png,palate,87,265,169,351
159.png,nasal bone,61,322,75,359
159.png,nasal skin,49,336,59,361
159.png,nasal tip,41,290,53,321
159.png,NT,335,2,364,322
159.png,thalami,162,394,233,491
582.png,midbrain,259,237,328,303
582.png,NT,373,367,407,584
582.png,thalami,194,237,261,331
582.png,CM,346,278,367,381
582.png,nasal tip,100,404,110,433
582.png,nasal skin,104,374,115,409
582.png,nasal bone,112,373,127,410
582.png,palate,137,361,216,463
582.png,IT,303,272,336,341
583.png,nasal skin,83,259,91,291
583.png,nasal tip,76,236,85,267
583.png,palate,128,207,193,306
583.png,nasal bone,92,258,107,304
583.png,NT,362,49,393,399
584.png,thalami,123,148,207,251
584.png,palate,127,283,193,378
584.png,nasal tip,72,328,81,363
584.png,nasal bone,85,293,101,338
584.png,nasal skin,76,316,84,342
584.png,midbrain,209,129,306,190
584.png,NT,342,281,402,657
584.png,IT,272,173,306,234
584.png,CM,314,173,333,275
585.png,palate,170,164,228,224
585.png,nasal bone,150,210,165,232
585.png,nasal skin,145,212,153,231
585.png,thalami,226,266,276,328
585.png,NT,351,136,393,287
585.png,midbrain,274,271,331,314
585.png,IT,304,234,336,270
585.png,CM,330,181,354,284
585.png,nasal tip,138,193,147,211
586.png,palate,107,294,173,425
586.png,nasal tip,63,351,70,382
586.png,CM,306,172,330,436
586.png,nasal skin,67,326,75,361
586.png,nasal bone,77,313,89,353
586.png,IT,261,238,301,296
586.png,midbrain,207,172,301,246
586.png,NT,325,235,347,498
586.png,thalami,139,186,211,276
77.png,thalami,177,205,265,319
77.png,NT,401,259,457,574
77.png,palate,146,348,210,471
77.png,nasal bone,108,356,127,409
77.png,nasal skin,98,373,106,407
77.png,nasal tip,92,408,105,438
77.png,midbrain,262,192,346,268
77.png,IT,319,231,359,325
77.png,CM,378,290,391,383
1572.png,midbrain,240,136,318,199
1572.png,CM,335,186,354,295
1572.png,NT,355,210,392,624
1572.png,IT,296,179,323,215
1572.png,nasal tip,83,344,97,369
1572.png,nasal skin,92,316,103,343
1572.png,nasal bone,101,290,122,341
1572.png,palate,129,284,213,393
1572.png,thalami,158,141,239,235
981.png,nasal skin,137,357,145,376
981.png,CM,366,178,388,326
981.png,IT,330,203,362,278
981.png,midbrain,276,151,349,233
981.png,nasal tip,134,366,141,392
981.png,thalami,192,165,275,277
981.png,NT,398,231,459,676
981.png,palate,182,318,238,423
981.png,nasal bone,146,336,160,371
160.png,thalami,161,146,239,256
160.png,palate,137,313,202,426
160.png,nasal bone,100,337,113,383
160.png,nasal skin,91,346,99,373
160.png,nasal tip,88,367,97,399
160.png,NT,382,202,406,440
160.png,midbrain,243,146,327,224
160.png,IT,302,198,326,278
160.png,CM,338,198,364,314
587.png,IT,294,292,323,359
587.png,NT,367,424,394,703
587.png,thalami,165,232,250,327
587.png,nasal skin,93,391,103,417
587.png,palate,135,375,204,477
587.png,nasal bone,102,387,115,418
587.png,nasal tip,87,415,97,445
587.png,CM,337,276,355,329
588.png,nasal tip,144,259,155,291
588.png,nasal bone,159,278,169,319
588.png,CM,378,334,400,411
588.png,IT,344,369,373,444
588.png,midbrain,298,416,371,477
588.png,NT,399,11,443,425
588.png,nasal skin,150,281,158,308
588.png,palate,192,231,256,325
589.png,CM,376,310,400,444
589.png,palate,161,249,228,344
589.png,IT,333,364,374,422
589.png,midbrain,283,408,373,485
589.png,thalami,200,384,283,487
589.png,nasal tip,111,275,119,299
589.png,nasal skin,119,299,128,322
589.png,nasal bone,129,297,143,339
589.png,NT,380,2,438,449
590.png,CM,367,223,401,360
590.png,IT,330,231,347,296
590.png,midbrain,276,168,369,254
590.png,NT,394,184,444,676
590.png,thalami,190,174,275,279
590.png,nasal skin,118,339,128,370
590.png,nasal bone,126,323,141,366
590.png,palate,157,310,229,413
590.png,nasal tip,114,363,123,394
591.png,nasal skin,185,255,192,283
591.png,nasal bone,191,253,205,292
591.png,IT,371,314,397,396
591.png,midbrain,323,366,392,440
591.png,NT,437,200,458,426
591.png,thalami,261,337,322,419
591.png,CM,398,301,432,387
591.png,nasal tip,177,231,185,263
591.png,palate,221,197,287,307
592.png,midbrain,254,414,321,478
592.png,CM,336,362,360,462
592.png,IT,299,388,326,441
592.png,NT,366,7,393,462
592.png,thalami,176,395,240,481
592.png,nasal bone,109,305,122,343
592.png,nasal tip,95,281,104,314
592.png,nasal skin,101,306,110,335
592.png,palate,140,257,210,356
78.png,palate,127,234,203,343
78.png,nasal bone,87,297,102,341
78.png,nasal tip,67,264,78,298
78.png,thalami,177,399,263,500
78.png,NT,406,2,447,442
78.png,midbrain,269,442,366,503
78.png,IT,325,380,364,462
78.png,CM,368,352,391,470
78.png,nasal skin,77,295,86,325
982.png,thalami,145,430,211,527
982.png,NT,298,10,371,482
982.png,midbrain,212,459,282,554
982.png,CM,300,377,330,483
982.png,IT,270,434,297,488
982.png,nasal tip,58,323,67,351
982.png,nasal skin,64,348,74,380
982.png,nasal bone,73,349,85,385
982.png,palate,102,300,174,389
1573.png,palate,97,301,173,406
1573.png,IT,224,240,248,300
1573.png,midbrain,168,212,245,268
1573.png,NT,279,230,303,456
1573.png,thalami,121,217,167,277
1573.png,nasal tip,64,354,71,377
1573.png,nasal skin,67,341,73,363
1573.png,nasal bone,75,323,89,355
1573.png,CM,255,266,272,345
983.png,nasal tip,116,245,123,266
983.png,nasal skin,117,262,124,282
983.png,nasal bone,125,259,136,302
983.png,palate,164,217,214,325
983.png,CM,343,343,371,397
983.png,IT,309,365,339,412
983.png,midbrain,252,397,347,456
983.png,NT,367,4,417,416
983.png,thalami,181,360,248,448
161.png,nasal tip,87,359,96,400
161.png,nasal skin,95,331,104,368
161.png,nasal bone,105,325,114,382
161.png,thalami,181,163,257,280
161.png,NT,402,243,434,619
161.png,midbrain,259,163,361,229
161.png,IT,327,201,355,268
161.png,CM,361,225,390,298
161.png,palate,145,307,218,424
593.png,thalami,224,180,298,266
593.png,NT,437,212,465,414
593.png,midbrain,303,172,397,236
593.png,IT,367,213,393,265
593.png,CM,405,207,427,299
593.png,nasal tip,161,351,170,374
593.png,nasal bone,175,320,190,361
593.png,palate,211,307,280,408
594.png,nasal tip,80,251,89,277
594.png,nasal skin,85,274,93,297
594.png,NT,320,23,353,365
594.png,palate,120,224,179,314
594.png,IT,261,333,297,391
594.png,midbrain,226,378,300,433
594.png,thalami,161,350,223,430
594.png,nasal bone,92,265,106,306
595.png,CM,323,234,347,332
595.png,NT,357,242,387,429
595.png,nasal bone,101,347,111,397
595.png,palate,138,344,195,428
595.png,thalami,161,209,231,310
595.png,midbrain,235,194,318,267
595.png,IT,290,249,319,306
595.png,nasal tip,91,383,98,408
596.png,nasal skin,114,265,123,289
596.png,nasal bone,121,258,136,298
596.png,palate,157,255,233,352
596.png,thalami,202,121,280,219
596.png,IT,339,166,372,235
596.png,midbrain,287,119,374,189
596.png,NT,417,221,463,437
596.png,CM,379,170,412,262
597.png,CM,349,314,387,410
597.png,IT,328,350,351,400
597.png,midbrain,277,381,350,442
597.png,NT,373,148,397,254
597.png,thalami,214,362,275,460
79.png,CM,409,322,448,416
79.png,midbrain,310,388,398,456
79.png,NT,436,59,479,449
79.png,thalami,233,339,303,446
79.png,nasal tip,153,213,165,253
79.png,IT,364,362,395,408
79.png,nasal skin,154,255,165,281
79.png,palate,197,196,270,306
79.png,nasal bone,164,251,179,289
984.png,nasal bone,180,274,190,303
984.png,nasal skin,173,283,181,305
984.png,nasal tip,170,296,176,324
984.png,thalami,222,141,278,215
984.png,NT,375,199,393,415
984.png,midbrain,282,123,339,177
984.png,IT,322,164,339,240
984.png,CM,349,183,363,247
984.png,palate,207,262,255,342
985.png,thalami,190,231,260,330
985.png,midbrain,265,207,354,286
985.png,IT,317,266,354,320
985.png,CM,355,265,374,341
985.png,nasal tip,122,411,132,444
985.png,NT,383,278,424,719
985.png,nasal bone,138,378,150,426
985.png,palate,168,362,235,472
985.png,nasal skin,127,389,135,424
1574.png,midbrain,244,379,339,447
1574.png,palate,157,188,225,283
1574.png,IT,302,308,329,387
1574.png,CM,337,289,362,360
1574.png,NT,370,28,391,365
1574.png,thalami,166,348,240,437
1574.png,nasal bone,126,245,141,286
1574.png,nasal skin,117,237,127,266
1574.png,nasal tip,111,216,119,244
162.png,CM,377,230,398,339
162.png,thalami,198,186,267,281
162.png,nasal skin,125,369,133,398
162.png,IT,340,225,370,296
162.png,midbrain,270,185,375,249
162.png,NT,411,239,430,476
162.png,palate,171,335,236,445
162.png,nasal bone,135,354,148,398
162.png,nasal tip,120,388,129,423
598.png,nasal bone,122,330,137,373
598.png,nasal tip,107,358,116,393
598.png,NT,397,229,434,589
598.png,midbrain,281,181,369,250
598.png,IT,339,229,364,279
598.png,CM,365,213,393,310
599.png,nasal tip,120,370,130,391
599.png,CM,377,212,415,301
599.png,IT,340,235,370,294
599.png,thalami,209,190,275,291
599.png,midbrain,280,168,377,260
599.png,palate,173,322,241,419
599.png,nasal bone,134,339,146,378
599.png,nasal skin,125,349,133,373
599.png,NT,419,232,443,444
600.png,nasal bone,79,353,94,388
600.png,thalami,156,215,225,298
600.png,NT,349,297,386,631
600.png,midbrain,228,217,316,275
600.png,IT,285,259,318,320
600.png,CM,323,244,346,322
600.png,palate,112,330,184,436
601.png,CM,383,216,403,326
601.png,NT,419,266,455,676
601.png,midbrain,286,192,380,266
601.png,IT,341,240,379,321
601.png,thalami,203,205,279,303
601.png,nasal bone,143,355,160,405
601.png,palate,181,350,249,461
602.png,CM,338,309,358,377
602.png,nasal tip,144,425,151,442
602.png,IT,312,308,332,370
602.png,midbrain,271,281,337,327
602.png,NT,365,328,386,498
602.png,thalami,213,285,264,353
602.png,nasal skin,148,415,154,429
602.png,nasal bone,153,397,164,426
602.png,palate,180,388,234,466
603.png,nasal tip,87,292,96,324
603.png,nasal skin,92,315,100,348
603.png,NT,364,3,426,471
603.png,nasal bone,105,318,115,357
603.png,midbrain,261,453,355,553
603.png,IT,309,400,351,472
603.png,CM,353,381,377,461
603.png,thalami,164,413,253,510
80.png,NT,417,254,453,458
80.png,nasal skin,213,336,220,357
80.png,nasal tip,207,355,216,377
80.png,thalami,277,224,327,288
80.png,nasal bone,221,330,234,359
80.png,palate,244,317,305,404
80.png,CM,392,252,406,335
80.png,IT,365,257,382,309
80.png,midbrain,331,212,386,271
986.png,thalami,191,373,254,461
986.png,NT,387,230,413,446
986.png,midbrain,260,401,346,462
986.png,CM,350,345,370,416
986.png,palate,150,213,224,333
986.png,nasal bone,118,266,133,311
986.png,nasal skin,112,274,121,304
986.png,nasal tip,105,236,114,281
986.png,IT,319,348,344,424
987.png,nasal skin,55,341,62,366
987.png,nasal tip,50,317,57,342
987.png,midbrain,226,447,315,520
987.png,IT,280,400,315,461
987.png,NT,364,306,400,468
987.png,thalami,148,426,222,511
987.png,nasal bone,63,334,78,379
987.png,CM,316,370,356,478
987.png,palate,98,285,175,383
988.png,nasal tip,99,298,109,331
988.png,CM,330,402,351,482
988.png,nasal bone,111,322,122,356
988.png,palate,143,275,208,370
988.png,midbrain,234,442,332,506
988.png,NT,359,245,393,412
988.png,thalami,161,401,231,491
988.png,IT,294,396,327,464
7.png,thalami,154,183,211,274
7.png,palate,104,289,184,390
7.png,nasal bone,70,319,79,344
7.png,nasal skin,63,321,69,340
7.png,nasal tip,56,346,63,365
7.png,midbrain,214,192,302,246
7.png,IT,266,208,301,276
7.png,CM,298,211,331,320
604.png,midbrain,269,475,335,527
604.png,palate,177,300,238,418
604.png,NT,343,37,409,500
604.png,nasal bone,146,357,159,398
604.png,IT,310,417,338,497
604.png,nasal tip,134,331,141,357
604.png,nasal skin,138,352,145,375
604.png,thalami,205,442,267,525
604.png,CM,344,416,364,498
1533.png,midbrain,269,410,356,472
1533.png,NT,389,158,413,410
1533.png,CM,356,333,387,431
1533.png,palate,185,245,250,342
1533.png,nasal bone,153,258,164,315
1533.png,nasal skin,142,271,155,299
1533.png,nasal tip,139,249,152,278
1533.png,thalami,201,364,267,456
1533.png,IT,321,380,353,434
828.png,nasal bone,103,321,114,358
828.png,nasal skin,94,326,101,355
828.png,nasal tip,87,345,96,374
828.png,palate,133,305,204,400
828.png,thalami,158,174,232,273
828.png,CM,313,253,356,392
828.png,IT,287,220,322,267
828.png,midbrain,237,173,323,239
828.png,NT,349,158,423,561
829.png,CM,363,324,392,435
829.png,midbrain,275,384,353,453
829.png,NT,408,204,437,409
829.png,thalami,194,356,273,457
829.png,IT,327,341,357,412
829.png,palate,171,215,234,310
829.png,nasal tip,125,219,132,254
813.png,IT,262,188,293,251
813.png,palate,118,288,181,386
813.png,thalami,148,151,215,236
813.png,NT,324,196,343,408
813.png,midbrain,220,151,296,203
813.png,CM,301,182,313,271
163.png,NT,376,276,415,425
163.png,IT,300,247,331,296
163.png,thalami,176,219,244,306
163.png,CM,336,231,350,310
163.png,midbrain,243,211,338,269
163.png,nasal bone,127,350,136,393
163.png,palate,159,335,224,437
164.png,palate,183,371,240,470
164.png,thalami,188,226,266,321
164.png,NT,401,303,434,607
164.png,midbrain,268,201,365,274
164.png,CM,372,240,401,358
164.png,IT,329,245,369,317
165.png,IT,307,223,343,297
165.png,nasal bone,118,359,132,394
165.png,palate,155,337,225,454
165.png,nasal tip,106,388,118,420
165.png,thalami,159,184,252,294
165.png,CM,354,213,384,303
165.png,NT,394,213,430,428
165.png,midbrain,256,159,349,248
166.png,nasal skin,205,232,210,249
166.png,nasal tip,203,211,209,237
166.png,palate,234,192,277,272
166.png,thalami,249,313,292,363
166.png,NT,387,205,407,320
166.png,midbrain,294,328,356,367
166.png,IT,337,298,354,339
166.png,CM,360,273,373,377
166.png,nasal bone,211,231,222,266
167.png,NT,369,127,401,443
167.png,IT,308,404,340,461
167.png,nasal skin,118,326,130,352
167.png,nasal bone,130,330,146,364
167.png,CM,347,376,366,460
167.png,palate,160,278,226,377
167.png,thalami,192,420,254,498
167.png,nasal tip,112,303,125,334
167.png,midbrain,260,446,345,510
8.png,thalami,178,258,250,357
8.png,NT,383,341,412,497
8.png,palate,151,391,224,500
8.png,nasal tip,109,435,122,464
8.png,midbrain,257,245,341,308
8.png,IT,314,288,336,360
8.png,CM,349,260,370,423
1534.png,midbrain,265,415,361,482
1534.png,nasal tip,61,255,70,282
1534.png,IT,323,353,359,441
1534.png,palate,111,231,200,322
1534.png,nasal bone,85,282,96,324
1534.png,nasal skin,70,282,83,325
1534.png,CM,364,313,404,422
1534.png,thalami,182,374,260,484
1534.png,NT,403,1,455,369
830.png,nasal bone,97,289,112,318
830.png,palate,123,245,194,314
830.png,nasal tip,79,263,90,286
830.png,CM,332,329,348,407
830.png,IT,300,350,321,397
830.png,midbrain,245,383,329,454
830.png,NT,362,214,377,363
830.png,thalami,177,367,243,447
830.png,nasal skin,84,287,98,305
831.png,nasal bone,137,317,151,366
831.png,nasal tip,126,349,134,384
